comment,date
"La chambre était assez grande, avec l'air conditionné et la télé mais il y avait très peu. La connexion wifi était appréciable. Salle de bains, il n'y avait pas de rideau de douche et une soirée l'eau chaude était en. Le restaurant et le personnel de l'accueil est très serviable, en particulier M. Jean-Pierre à la réception. Le dîner était délicieux mais le vin n'avez pas beaucoup le choix, le petit-déjeuner n'est pas terrible (et en particulier au fromage varié). Une navette à partir de l'hôtel à l'aéroport, c'était très bon chauffeur, a été très gentil et attentif, cependant le prix (30 euros) était très bon. Et pour finir 80 $ par nuit supérieur est le rapport qualité/prix, je crois.", avril 2016
"J'ai beaucoup aimé mon séjour à l'hôtel Mansel, mais les chambres avaient tendance à avoir une odeur, ce qui était assez gênant. Chose intéressante, je m'y suis fait après 2 jours. J'ai pris le petit déjeuner dans la chambre, mais le café n'était pas très chaud. Parmi les plats servis au petit-déjeuner était visiblement les restes et pas très bons. Il y a la connexion Wi-fi gratuit disponible dans la chambre, mais ce n'était aussi sous réserve de manière générale la qualité de service télécom qui ressemblait à un yo-yo. Je ne pouvais pas en vouloir à l'hôtel pour cela. Pour le prix, c'était un hôtel correct, avec beaucoup de place pour l'amélioration.", mars 2016
"Le personnel du centre de la ville et est très accueillant, proche de tous les commerces. La nourriture était très agréable avec un service de qualité.  Facile d'aller dans le centre ville, on se sent en sécurité totale en laissant votre trucs à l'hôtel car le service est vraiment professionnel.", avril 2015
"j'avais pris connaissance des avis précédents car cet hôtel m'avait été recommandé par un ami et j'ai voulu juger par moi même en faisant un test pour une soirée... j'ai conservé nos chambres pour toute la durée de notre séjour ! l'accueil est plus que parfait, personnel dévoué et attentionné, au bar idem, et en restauration on part à la recherche d'avocats à 20h00 s'il y a rupture du stock ! quand aux chefs de brigade, ils rivalisent de  gentillesse pour que vous emportiez un bon souvenir de votre passage. Je ne sais pas s'ils auront l'occasion de lire ces lignes, mais je les salue bien amicalement", mai 2013
"Hôtel très moyen mais correct pour Yaoundé où le problème numéro 1 semble la sécurité. Points négatifs :  - Acceuil: désagréable et hautain, dépôt obligatoire supérieur à la totalité du coût du séjour prévu, et on essaye de ne pas vous rendre le trop perçu lors du check out.  A part l'acceuil, le reste du staff est aimable. - Propreté : caffarts dans la chambre, une des 2 serviettes de toilette fournie est froissée et a été visiblement utilisée. - literie: aussi dure qu'une planche, y compris les oreillers - Prix local supérieur au prix internet : 35 000 CFA par jour pour une chambre simple, bien que l'hôtel soit presque vide.  Points positifs :  - situé dans un quartier calme, proche de Bastos en temps (quartier sans embouteillages). Pour les transports, utilisez la compagnie", juillet 2012
"ne pas hésiter a prendre une suite, c'est très au dessus d'une chambre normale et pas cher pour la difference de prix", septembre 2010
"Vous pouvez constater la qualité d’un hôtel grâce au personnel et à l’heure, si vous vous enregistrez, aucun des membres du personnel n’a fait le moindre effort pour sourire ou nous faire sentir que nous étions les bienvenus. Dieu merci pour une douche chaude. Le petit déjeuner était dû à partir de 06. 30, mais à 06. Le restaurant était fermé et la réceptionniste n'allait pas me regarder dans les yeux. Je suis parti et j'ai trouvé le petit-déjeuner ailleurs. Je suis revenu dans ma chambre plusieurs fois au cours de la journée et le téléphone a sonné, mais il n'y aurait personne là-bas ou il y aurait une femme de ménage tapie dehors. En bref, je ne me sentais pas du tout en sécurité et ne le ferais plus. Je ne laisserais certainement rien de valeur dans la salle.", octobre 2019
"Le premier problème que j'ai eu et dont j'ai même dû faire face au Mont Febe a éviter les réservations sur internet. J'ai toujours appelé pour s'assurer qu'ils eu ma réservation car j'avais fait réserver via Hotel.com une semaine plus tôt que prévu. Quand je suis arrivé à l'hôtel, ils m'ont donné une chambre ordinaire en attendant que j'avais payé pour une luxueuse chambre twin.  J'ai essayé le filet de bœuf avec riz et c'était horrible. La nourriture était servie avec du pain que je dois dire c'est un avantage supplémentaire. Le premier soir, la salle n'ont pas mais cela aussi a été réparé le lendemain après que je fasse la plainte.  Le lendemain le personnel faisait tout pour m'aider à imprimer quelque chose qu'il n'y avait pas de connexion Internet. J'ai demandé à ma chambre", octobre 2017
"L'hôtel La Falaise Yaounde, Cameroun, offre un bon rapport qualité/prix. Par rapport à la plupart des autres hôtels à Yaounde, cet hôtel est très bien meublé et les équipements sont neufs ainsi que très bien entretenu. Choisissez un orienté vers l'ouest, ou préférablement une chambre d'angle. Accès Internet Wi-fi gratuit est un bon hôtel qui a tendance à être déconnecté au téléphone portable est fermée à clé. Le personnel est bien formé et professionnel. Le service de blanchisserie étaient de bonne qualité. L'emplacement est central, à une altitude, ce qui lui donne une bonne vue. Les tarifs sont très bien et il y d'obtenir une meilleure affaire à travers les contacts professionnels. Il y a un supermarché et de nombreux autres magasins, restaurants, centres commerciaux etc. ..,", mai 2016
"J'ai choisi cet hôtel pour un haut niveau international avec salles de conférences et les chambres des participants. Les chambres pour personnes ont été annulées sans préavis. Nous avons découvert à notre arrivée au milieu de la nuit. Salle de conférence du dernier changé immédiatement (2 heures avant la cérémonie d'ouverture). Je me serais attendu à un meilleur spectacle en fonction des commentaires. Cependant, le personnel de la réception était serviable.", avril 2016
"La Falaise est un choix assez décent à Yaoundé où les choix de bons hôtels est assez limité. Rien de luxueux ou même luxueux mais propre et bien situé, dans le centre de la ville et assez confortable pour un séjour de quelques jours. J'ai eu ce qu'ils ont appelé une ""suite"", ce n'est pas vraiment une, mais plutôt une plus grande chambre avec un petit réfrigérateur et un propre B/R . Les 2 bouteilles d'eau par jour sont une délicate attention. signal WiFi est assez bon. Le petit déjeuner est plutôt moyen, qu'ils ont pu faire mieux, en commençant par le café. Points bonus pour le personnel est vraiment très courtois, serviable et accueillant.", février 2016
"La Falaise est un hôtel assez récent. Les chambres ne sont pas grandes mais très propre, avec toutes les commodités. Bon air conditionné. L'Internet fonctionne mais vitesses pourraient être mieux. La qualité de la nourriture est correcte, mais pas super. Cependant, tous les employés sont extrêmement serviables, et prêtes à vous aider à obtenir une carte SIM pour votre téléphone ou organiser un taxi. L'hôtel dispose de son propre service de taxi qui fournissent garantir des taxis en continu à des prix raisonnables. L'ont aussi un service de ramassage, mais très cher à 15000 CAF par personne, surtout quand vous êtes dans un groupe.", janvier 2016
"Je vais dans la Falaise pour mon premier voyage à Camerún. Je recommande vivement cet hôtel pour son confort et la facilité d'accès, et surtout Star personnel et service clientèle. Les chambres sont spacieuses, le lit extrêmement confortable, moderne et l'air conditionné silencieux, la nourriture est délicieuse, vous devez essayer la Ndolé avec crevettes comme dans le pic partagée. Je reviendrai certainement ici et je le recommande à tous. Passez un bon séjour.", janvier 2016
J'ai utilisé les équipements de la salle de conférence et il était impeccable. La nourriture était prête à temps et délicieux. Projecteur et la clim marchait parfaitement bien. J'ai été satisfait de mon séjour dans cet hôtel. J'ai trouvé que le personnel est très serviable et poli. L'un de mes collègues est tombé malade et le personnel de l'hôtel a rapidement fait des arrangements pour elle d'être pressé à l'hôpital. La Falaise Yaoundé personnel sont très dynamique et extrêmement poli., avril 2015
"La réception était de bonne qualité. L'hôtel est propre et confortable spacieux, aéré et dans le centre de la ville. Après la mauvaise expérience de prestige hôtel, nous pouvions confortable dormir sur le lit sans crainte et utiliser la baignoire confortablement.", avril 2015
Un hôtel relativement nouveau à Yaoundé avec un personnel amical et un bon service. L'un des meilleurs à Yaoundé.Les chambres sont spacieuses et bien entretenues. Choix de chambres fumeurs et non-fumeurs. La nourriture est bonne et le service au restaurant sympathique et efficace., mai 2015
"Je suis très satisfait de cet hôtel. Les chambres sont modernes et propres, et le restaurant est bon, et tout est à un prix raisonnable. Facilement accessibles à nous State Department subsistance qui permettent de nombreuses sociétés. La sécurité est très bien et ils ne vous laissez pas influencer par les dames de la soirée se prélasser dans le hall comme dans d'autres hôtels. L'Internet est correct : très bouchées aux heures de pointe, mais rapide pendant en dehors des heures. Le seul inconvénient est le bruit de la rue, mais c'est un problème vraiment uniquement durant les heures de pointe; j'ai pu dormir juste bien. Dans l'ensemble, je le recommande vivement pour un voyageur d'affaires qui ne veut pas payer le prix beaucoup plus élevé au Hilton.", avril 2015
"C'est un hôtel parfait pour les voyageurs d'affaires. Les chambres sont impeccablement propres et décorées simplement. Ils ont accès à internet rapide et stable. Et leur personnel sont sympas et très efficace. Leur d' de maître est tout simplement incroyable ! Bonne nourriture, bon café, bonne ambiance. C'est juste sur la route, cependant, sans espaces verts et pas de balcon, donc peut-être pas idéal pour les familles avec des enfants qui ont besoin de s'étaler. La Falaise - Bravo continuez vos hauts standards et bon travail !", mars 2015
"Nous avons séjourné à l'hôtel Hilton pour 2 jours, on a vraiment apprécié d'être le meilleur hôtel de Yaoundé. Les extérieurs ont besoin d'une mise à jour mais tout à l'intérieur de l'hôtel est de première classe. J'ai été surpris de voir que l'Internet n'était pas inclus dans le prix de la chambre, j'ai dû payer un supplément US$ 20 par jour, pour l'utiliser. Et les 20% de taxes était également une bonne surprise.  À part cela, tout était super, j'ai eu une merveilleuse vue de ma chambre et la clim marchait bien.", novembre 2011
"C'est le meilleur endroit pour séjourner à Yaoundé, mais il est cher ; attendez-vous à payer environ $200 par nuit pour une chambre standard. Internet câblé supplémentaire (seulement dans les chambres ; wifi dans les bars/hall).  Notre chambre avec lit King size était excellent, très propre avec toutes les commodités, y compris un café/bar à thé renouvelés chaque jour. Une grande télévision avec l'hôtel standard Fare. Internet câblé seulement dans la chambre, mais à un joli bureau. Les salles de bains sont spacieuses, propres et bien équipées. Classement par rapport à une chambre similaire dans le monde entier : A+  les restaurants et les bars étaient très bien, mais là encore, très cher pour ce que vous obtenez. Le restaurant principal a une bonne variété de plats de poissons", novembre 2011
"J'ai séjourné ici pendant quelques jours. Dans l'ensemble, l'hôtel est confortable et propre. Le personnel est sympa et ils ont un très bon buffet de petit-déjeuner. Pour un hôtel Hilton, c'est sans doute un peu en dessous du ,,,, standards du Hilton et l'hôtel ne montrer son âge. Cela étant dit, je reviendrai sans doute ici car il n'y a pas des options paresse à Yaoundé.", octobre 2011
"J'ai eu un bon séjour au Hilton pour la plupart. La piscine est magnifique avec une fontaine, on y mangeait très bien et le personnel est très compétent. Plusieurs services dans l'hôtel, un assez grand centre de remise en forme, sauna (hommes sauna était au bout pour nettoyage des tapis), etc. utilisés le business center, mais la connexion à Internet fois était un peu cher à 3000/6000cfa pour les 30-60 minutes.  Par contre, la chambre était légèrement moisis mais c'est supportable. L'eau de la salle de bains fuyaient étaient rouillés brun pour deux secondes quand j'ai commencé à la salle de bain. Pendant les, ils étaient en train de changer le toit qui était un peu bruyant pendant notre séjour J'ai bien dormi pendant la journée. ", février 2008
"Le Hilton yaounde est situé dans le centre-ville qui domine le Palais du Gouverneur. J'ai passé une semaine là-bas en février-mars 2007. L'hôtel possède toutes les commodités d'un Américain et européennes Hilton. Le lobby brillant. La chambre était propre. Salle de bains moderne avec un bidet. télé par satellite avec CNN et deux anglais chaînes cinéma - très agréables à l'hôtel typique 4h du matin récupérer du décalage horaire réveil. très en sécurité et un minibar. Mais, tout a un charme SANS AUCUNE CONSIDERATION patine en âge de cet hôtel. L'éclairage n'avait l'air assez faible peu partout dans la ville. L'air conditionné était à peine suffisantes. Cela m'a pris environ 2 jours pour en avoir la chambre profité pour nous rafraîchir.  C'est un très bon hôtel. Je n'ai jamais vu", février 2007
"C'est un très bon hôtel, service de sécurité aurait pu être mieux. Le petit déjeuner était très bon et le personnel est très sympa. J'ai séjourné dans la Margarita suite, ce qui était assez confortable et vaut largement son prix. Cependant la sécurité pourrait être amélioré, dans l'ensemble, j'ai vraiment apprécié mon séjour . J'ai séjourné ici quelques fois comme une option moins chère Hilton, sans se substituant la qualité.", décembre 2015
J'ai été dans plusieurs hôtels de Kamerun. La Falaise est un hôtel très propre avec de la bonne gestion et le service. Tout le monde dans l'équipe fait de son mieux et tous sont très serviables. J'ai été très positif surpris et je vous recommande cet hôtel à tous les partenaires parler affaires qui ont pour séjourner dans Kamerun. Un grand avantage est l'emplacement de cet hôtel., novembre 2015
"C'est notamment un hôtel où le personnel nombreux de l'ONU. L'hôtel est situé au centre de la ville et toutes les chambres ont sont bonnes, mais essayez d'avoir une chambre avec vue au lieu de celles qui donnent sur l'arrière. L'hôtel possède une piscine et une petite salle de gym, mais seulement un tapis roulant. L'hôtel est dans l'ensemble, il est bon, mais le point culminant est le petit déjeuner le matin, ce qui n'est pas étonnant, mais c'est quand même très bien, avec un buffet de plats chauds, une variété de pain, bon café, fruits. Le Wifi est acceptable.", septembre 2015
"Nous avons réservé 4 chambres pour moi et mes collègues au cours d'une conférence récente qui a été accueilli dans un autre hôtel. était très content que nous avons décidé de rester ici. Les chambres sont très confortables avec de grands lits, bon air conditionné et douches chaudes. Le restaurant était au-dessus de la moyenne même si c'est un peu cher. Le petit déjeuner était encore au-dessus de la moyenne, mais étonnamment pas compris dans le tarif de votre chambre. Concierge et le personnel de la réception était très serviable. Un joli bar pour se détendre dans ou à avoir des réunions.", septembre 2015
"Excellent emplacement pour un voyage d'affaires. Cet hôtel a ouvert ses portes en 2014 est propre, spacieuse et encore en bon état - bien qu'avec la faible entretien et bon marché chinois décoration, je me demande pour combien de temps. L'Internet est bien, eau, trop (aucun soucis avec coiffer !) et le personnel sont super-super sympa, à la fois à la réception et le restaurant/bar. Il n'y a eu aucun problème avec les paiements avec les cartes de crédit et signature pour la nourriture. bruit de Yaoundé saisir la chambre, et il y a un espace de 50 cm entre la porte et le couloir : lumière et bruits entrez. Si vous êtes un mauvais sommeil, demandez une chambre au bout du couloir. En dépit de certains commentaires négatifs c'est l'un des meilleurs hôtels de Yaoundé et j'y", septembre 2015
"J'ai séjourné dans plusieurs hôtels de Yaoundé et c'est mon préféré. Les chambres sont propres et bien aménagées. Ils ont une piscine et une belle salle de gym. Le restaurant est bon si cher pour ce qu'il est. Le petit déjeuner est bon, avec beaucoup de choix. Il faut éviter les chambres qui ont une vue sur la piscine, car quand l'hôtel organise des soirées, le bruit/musique peuvent durer toute la nuit. Il y a également de nombreux restaurants dans les environs qui sont à une courte distance de marche ou à un court trajet en voiture.", mai 2016
"Ma femme et moi avons séjourné dans cet hôtel pour un week-end et nous avons l'impression qu'il est prisé pour être un hôtel 3 étoiles, les chambres sont bien, la piscine est petite et la salle de gym est le plus, le restaurant était excessivement cher et les plats ne sont pas trop impressionnant mais avec tout ce qu'il y a toujours l'un des meilleurs hôtel Yaoundé a à vous offrir.", juin 2016
Idéal pour un voyage d'affaires mais si vous faîtes bien vos réservations en ligne à qu'ils ont tendance à avoir des problèmes. Donc il faut savoir et contacter en ligne pour les réservations effectuées. Très propre et bien rangé. Propre et satisfaisant. Bon hôtel très large éventail de plats sur le menu et l'accès wifi aussi est bon. Remonter le Generator est quand il y une coupure. Idéal, mai 2016
Un bel hôtel en plein cœur de la ville. Il est très bien tenu et très propre. un bon service clientèle excellents et variés pour le petit déjeuner. Je le recommande  pour les voyageurs fréquents. Je vous conseille de prendre une chambre dans les étages supérieurs. Une petite piscine et un excellent spa., mai 2016
"Toute neuve, agréable, l'hôtel est central.  Ma chambre était confortable, mais l'odeur des produits d'entretien était extrêmement fort. Je pense qu'ils venaient tout nettoyé à quelques minutes avant que je suis entré. Même avec les fenêtres ouvertes l'odeur n'allez pas là. Du moins je savais que ma chambre a été nettoyée.  Le personnel était sympathique, sauf pour un homme désagréable à la réception lorsque j'essayais de payer ma note le soir précédent notre départ parce que je n'avais rien d'autre à part de bonne heure.  Je reviendrais certainement ici si je suis rentrée.", mai 2016
"C'est le seul hôtel marque à Yaoundé. C'est le seul endroit où vous devez séjourner si vous recherchez la qualité et raffinement à Yaoundé. Donc tout le monde Ruak rejoint ici. Tout le monde de dirigeants privées aux chefs de gouvernement. Même les gens qui veulent prendre un verre dans un environnement agréable sont ici.  Les chambres sont simples mais agréables. Pas beaucoup de choix quand il s'agit de divertissement. Les salles de bains sont aussi très bien et ont toutes les commodités. L'hôtel offre des fruits tropicaux dans la chambre, bien que ne pas renouveler leur. Le confort est bon et le personnel sympathique. L'hôtel possède une piscine extérieure qui est bien entretenu. Il y a beaucoup de choix de boisson ou de la nourriture. La nourriture est super surtout la", mai 2012
"C'est le meilleur endroit pour séjourner à Yaoundé. Les équipements de l'hôtel sont propres, la réception et les serveurs sont très sympa et plus qu'heureux de vous satisfaire. Le service de conciergerie possède un merveilleux petit-déjeuner et l'après-midi happy hour. Je n'ai pas été déçu encore.", mai 2012
"J'étais ici pendant 10 jours pour affaires. Hilton typique, les chambres propres spacieuses, les endroits où manger, boire, faire du shopping et vous détendre à l'hôtel. On se sentait en sécurité et nous n'avons eu aucun problème à ces salutations. Il y a beaucoup de gens d'affaires occidentaux et africains de va-et-vient. Pour un pays pauvre cet hôtel n'est pas beaucoup pour la nourriture et les boissons. La climatisation fonctionnait bien, mais ils ont l'air d'avoir un problème avec l'eau tombait les unités. Endroit mouillé sur la moquette de ma chambre et l'eau dégouline du plafond dans le 11ème salon de l'étage, tous les jours. L'intérieur est joli et propre, ils ont besoin d'avoir une fenêtre laveuses sur l'extérieur. Le 11ème fenêtres du salon de l'étage sont très sales.", janvier 2012
"Cet hôtel est comme d'autres Hiltons. C'est étonnamment bien vu comment ce pays est pauvre. Il y avait quelques faux pas comme les expressions sales ustensiles laissés dans la chambre et l'eau est jaune, donc je n'ai pas pu profiter d'un bain à remous. Il y a une belle sélection de TV et chaînes de cinéma et les équipements étaient agréables et copieux. J'ai eu une pizza pour ma salle à manger dans la chambre et c'était passable. Le personnel était courtois. Le lit était très confortable. Il y a des prises de courant autour de la place pour accueillir un ordinateur portable et d'autres périphériques mobiles qu'il faut recharger. Mon avis est faible parce qu'elle ne dispose pas d'un accès Internet sans fil dans la chambre, seulement câblé. Sur des excursions courtes je voyage", décembre 2011
"Hôtel correct, hôtel d'affaires confortable dans le centre de Yaoundé. Le personnel est accueillant et efficace, de très bons équipements de conférence. Super buffet de petit-déjeuner mais sinon la nourriture n'était pas super. Tenues sur d'être servi la même nourriture qui parfois goûté comme s'il avait été réchauffé depuis la veille.", novembre 2011
"Nous avons vu l'évolution de cet hôtel car nous avons habité à Douala plusieurs années. Le programme de rénovation des chambres est le bienvenu même cela reste correct. Les évolutions majeures sont le bistrot avec un décor minimaliste sur des tons gris violet, le tout reste appréciable, il y avait des travaux en cours pour avoir une cuisine visible depuis la salle (à vérifier); le côté piscine et bar d'extérieur est mon coup de coeur. Une piscine dimension olympique avec un service aux petits oignons. Tout ce qu'il faut pour séjourner en famille à Douala.", avril 2015
"hôtel bien situé, en pleine rénovation. personnel bien accueillant et toujours souriant. le problème de wifi semble avoir trouvé une solution car a mon dernier séjour dans l'ancien bâtiment j'ai trouvé que chaque chambre est désormais doté de prise wifi. Excellente idée toton Charles.une piscine unique dans la sous région.ses efforts restent a faire pour le parking. je reviendrai bientôt avec des connaissances.", octobre 2015
"J'ai animé un atelier durant trois jours dans l'hotel. Le service est attentionné et les salles de réunions bien équipées. Service réunion est efficace et le restaurant est de bonne qualié belle piscine et bar, fitness. Restaurant de qualité.", octobre 2015
"Je viens de passer 3 nuits à l'Akwa et je dois dire que le service est impeccable! Le personnel est vraiment aux petits soins, j'ai d'ailleurs eu la chance de visiter une chambre témoin, j'ai vraiment hâte d'y retourner, car ca va être vraiment superbe !  Le déjeuner au Bistro était excellent, j'ai pu profiter de la piscine ensuite et boire quelques verres au bar le Tsa qui est vraiment un endroit incontournable, les banquettes et fauteuils sont très confortables !  Le wifi fonctionne parfaitement bien partout.  Je dois repartir à Douala pour un voyage d'affaires prochainement, et je me rendrai à l'Akwa sans hésitation !", septembre 2015
"nous étions au Ibis mais nous nous sommes arrêtés à l'Akwa afin de louer une voiture chez Avis, sis au rez de chaussée. Durant l'attente, nous avons visité l'hôtel, mieux pourvu que l'Ibis, et au même prix durant ce mois-là. Nous n'avons pas hésité ni regretté d'avoir changé d'hôtel. Le gymnase est complet et très propre, le préposé,charmant. Les chambres sont grandes, dotées de douches au goût du jour. Très bons déjeuners. Je précise que nous étions dans la nouvelle partie de l'hôtel.", août 2015
"Bel hôtel moderne, situé au centre de la ville, ce qui est assez facile. Etant un voyageur constante, mon point de vue, pour une ville comme Yaoundé où se trouve la plupart des hôtels sont vieux et en piteux état, cet hôtel est hautement recommandé. C'est la Hilton qui est toujours complet.", avril 2017
"J'ai vraiment beaucoup aimé mon séjour dans la falaise, nous reviendrons certainement dans cet hôtel sans hésiter si je devais revenir à Yaoundé.  La chambre était joliment décorée, très propre, les lits étaient très grands et confortables (matelas bien). Il y avait beaucoup d'espace de rangement, un bureau, j'ai l'habitude dans de nombreuses occasions, car il se trouve à un voyage d'affaires, cela pouvait aller, mais aussi ce qu'on a à faire chauffer son eau pour le thé offert () ou à d'autres fins. On nous a donné des bouteilles d'eau minérale tous les jours, ce qui est super dans une ville où boire l'eau du robinet risque d'entraîner des problèmes. Le coffre-fort était facile à utiliser et j'ai eu un bon accès wi-fi.  La salle de bains était spacieuse et assez grande (avec un", mars 2017
"Les chambres sont très jolies et propres. Le personnel est sympa. J'ai séjourné deux fois pour une durée de 6 jours. Le restaurant sert des plats locaux et internationaux, et la cuisine est très bien fait. Le prix est cher mais il en vaut vraiment la peine! Et l'hôtel est fermé à clé", avril 2017
"Situé au centre-ville. Assez récent hôtel avec un personnel qui fait son possible pour vous offrir un séjour agréable. Et ils ont toujours réussi. Les chambres ne sont pas des plus grandes de la ville, mais ils sont propres, mais aussi de l'ouest. Le bar et le restaurant sont si bon potentiel pour avoir quelque chose de mieux.", février 2017
"L'hôtel est recommandé pour ceux qui sont fatigués des hôtels qui sont identiques et pareils dans le monde entier.  L'hôtel Falaise est un très bon hôtel qui vous donne l'impression de l'Afrique du Sud. J'ai pris une chambre supérieure qui était spacieuse et très propre, très beau et calme. Une grande bouteille d'eau minérale dans le forfait tous les jours, ce qui est vraiment appréciable pour se laver les dents.  Le restaurant sert de très bons plats et le personnel est parfait dans le restaurant, et à la réception.  Un seul petit bémol : la connexion Wi-Fi qui marchait très bien (connexion chaque fois, c'est énervant.  Vous ne devriez pas être déçu par cet hôtel.", août 2016
"La chambre est grande et propre. Bien équipée, avec belle tv, machine à café, réveil et fer à repasser. Grande salle de bain également mais je regrette l’absence de douche. Il y a une baignoire avec rideau sans douchette. Ce n’est pas digne du standard de l’hotel. De même, la moquette commence à vieillir. Lorsque j’y étais, la façade était en rénovation, donc l’accès à la piscine était difficile. Niveau restauration, rien à dire. Le service est de qualité et le personnel très serviable. En conclusion, bel hôtel mais les chambres méritent un coup de neuf, surtout que le prix est relativement élevé.", octobre 2019
"Je suis un habitué des lieux et j’ai toujours apprécié mes séjours. Les prix sont assez élevés, mais si l’on regarde la moyenne nationale ils sont raisonnables. En règle générale le traitement est plus que correct et la propreté est au rendez-vous. ", septembre 2019
Je suis satisfait de cet hotel. Je propose que vous puissiez inclurele petit dejeuner dans le prix de la chambre. Ce qui faciliterait aussi la flexibilité chez les clients. Mais je suis en general satisfait, septembre 2019
"Je suis une cliente habituée de la chaîne Hilton et principalement celui de Yaounde, chaque fois que je m'y rends. J'ai du séjourner dans cet hôtel jeudi 20 juin au 21 juin, de base ceci n'était pas prévu, n'étant pas originaire de cette ville mais de passage, il nous fallait un bon hôtel, mes frères et moi pour pourvoir se reposer, ayant donc l'habitude d'y descendre, j ai pas hésité à diriger toute ma bande dans l'hôtel le plus ""sûr"" de la ville! Mais mal m'en a pris! Le lendemain matin, après une absence de 1h30, je constate que l'on ma volé des habits, plus précisément des jeux de maillots de football de l'équipe nationale du Cameroun, dans le grand sachet qui le contenait! Je fais constater la chose, je me plais, j'essaie de garder mon calme, on fait semblant de m'écouter.", juin 2019
super bien situé avec des grandes chambres et un service de qualité le petit dejeuner est tres bien organisé et varié qui permet à tout le monde de trouver son compte. le bar panoramique ouvre une vue sur toute la ville de yaoundé en buvant un verre., août 2019
Second séjour en 2 ans dans cet hôtel dont la qualité se maintient.  J'ai retrouvé avec plaisir le confort simple mais certain de la chambre.  Par contre les plats servis au restaurant et donc au room service ont été améliorés., mai 2017
"Hôtel assez joli au centre ville mais service d'accueil très peu professionnel (peu de maîtrise de l'occupation des chambres, toujours bien verifier si la chambre vous offerte n'est pas occupée, pas d'orientation sur les services fournis, ce qui vous oblige à leur poser bcp de questions dont les reponses sont assez pauvres) mais buffet du petit dejeuner bien garni avec service accueillant, chambre propre et bien tenue, piscine agréable.", mai 2017
"Service restaurant abominable en dépit d'une cuisine acceptable. Le genre d'endroit où le client dérange et devrait s'excuser. Ceci dit, si vous aimez Mireille Matthieu en boucle à fond sur la sono, et des têtes de Carême pour vous accueillir, vous pire apprécier, Ce n'est pas mon cas", mai 2017
"Excellent hôtel 4* en centre ville de Yaoundé. Les chambres sont spacieuses, la literie est bonne. Le petit déjeuner est varié et copieux même en fin de service... Bar avec jus de fruits frais disponibles toute la journée très appréciable. Personnel accueillant et sympathique.  Petit bémol sur le bruit très présent dans les chambres donnant sur la rue. ", avril 2017
Les chambres sont très vastes le lit aussi  personnel souriant bonne accueil mes enfants se croyaient à la maison  bien  ( vouloir regarder le coût de la  navette ) dans l ensemble c était bien situé  au centre ville, mars 2017
"J'ai séjourné dans cet hôtel pendant 10 jours lors d'un voyage d'affaires à Yaoundé en novembre et peut recommandons volontiers l'hôtel. C'est cher, mais ça vaut vraiment le coup je crois - le service est excellent, et les services fournis sont de bonne qualité. L'hôtel est bien situé dans le centre-ville. Le personnel est très sympa et axé sur le service, ce qui est un avantage. La chambre était grande et confortable, très propre et le service de couverture était un avantage supplémentaire. La salle de bains est grande et dispose d'un sèche-cheveux, la pression de l'eau est bonne. La connexion Internet est sans doute la seule chose un peu ennuyeuse; elle fonctionne, mais la vitesse n'est pas super, j'ai obtenu mon travail fait mais j'ai eu des problèmes en particulier avec", novembre 2012
"C'est le seul endroit qui vaut la peine même si c'est d'une certaine façon assez cher. Idéalement situé pour les voyageurs d'affaires. Le personnel est très courtois et serviable, les installations étaient correctes, la chambre était spacieuse, propre et calme. Mais le prix de l'utilisation d'Internet peut-être besoin d'être revu. Il n'y a que deux régimes : pour 1 heures ou 24 heures, no entre les deux. I heure est certainement trop courte et je suis certainement pas aller surfer toute la nuit ! Payer pour un service vous n'allez pas l'utiliser peut être difficile à digérer ! Je recommanderais d'autres tarifs : 3 heures; 6 heures; 12 heures.", novembre 2012
"Cet hôtel possède tout ce dont vous avez besoin pour avoir le meilleur hébergement de Yaoundé. Les chambres sont grandes. La décoration est un peu sec XX, mais vous vivez bien avec elle. L'hôtel le personnel est poli et très serviable. La situation est très centrale", octobre 2012
"L'hôtel Hilton Yaounde est un bon hôtel. La chambre était grande et propre, le petit déjeuner était copieux et le service excellent. Ma seule critique est que le décor est un peu vieille et une rénovation serait bienvenue.", juin 2012
"J'ai passé une semaine au Hilton de Yaoundé lors d'un récent voyage d'affaires au Cameroun. Je ne peux pas vraiment me plaindre car presque tous les aspects de mon séjour a été très positif. J'ai été particulièrement impressionné par le centre de remise en forme de l'hôtel - très spacieuse avec une bonne machine et de très haute qualité, poids et haltères, une douzaine d'appareils de cardio-training avec des écrans privés de télévision. Vraiment une très bonne installation et l'un des meilleurs gymnases de l'hôtel où je suis allé en Afrique.  L'emplacement de l'hôtel est pratique pour visiter la plupart des bureaux du gouvernement, que j'ai trouvé très utile, tous à distance de marche. Et pas trop loin du centre commercial ainsi, même s'il n'y avait pas l'air d'être une", avril 2012
"J'ai séjourné une nuit sans cet hôtel dans le coté rénové, la chambre était spacieuse, la salle de bain grande, quoi que pauvre des articles de base tel que le sewing set, ou le shower cap. Le petit déjeuner était très moyen et c'était le seul hic à mon humble avis", décembre 2015
